bizid,Aid_Section,중위소득,homeless_Whether,school_year _system,1인가구 여부,신혼부부,농업인,소상공인,차상위계층,기초생활 및 생계급여
R2022031900592,-,-,1,-,-,1,-,-,-,-
R2022031900593,-,-,-,-,-,-,-,-,-,-
R2022031900594,-,-,-,-,-,-,-,-,-,-
R2022031900595,-,-,-,-,-,-,-,-,-,-
R2022031900596,-,-,-,-,-,-,-,-,-,-
R2022031900597,-,-,1,-,-,-,-,-,-,-
R2022031900598,-,-,-,-,-,-,-,-,-,-
R2022031900599,-,-,-,-,-,-,-,-,-,-
R2022031900600,-,-,-,-,-,-,-,-,-,-
R2022031900601,-,-,-,-,-,-,-,-,-,-
R2022031900602,-,-,-,-,-,-,-,-,-,-
R2022031900603,-,-,-,-,-,-,-,-,-,-
R2022031900604,-,-,-,-,-,-,-,-,-,-
R2022031900605,-,-,-,-,-,-,-,-,-,-
R2022031900606,-,-,-,-,-,-,-,-,-,-
R2022031900607,-,-,-,-,-,-,-,-,-,-
R2022031900608,-,-,-,-,-,-,-,-,-,-
R2022031900609,-,-,-,-,-,-,-,-,-,-
R2022031900610,-,-,-,-,-,-,-,-,-,-
R2022031900611,-,-,-,-,-,-,-,-,-,-
R2022031900613,-,-,-,-,-,-,-,-,-,-
R2022031900614,-,-,1,-,-,-,-,-,-,-
R2022031900615,-,-,-,-,-,-,-,-,-,-
R2022031900616,-,-,-,-,-,-,-,-,-,-
R2022031900617,-,-,-,-,-,-,-,-,-,-
R2022031900618,-,-,-,-,-,-,-,-,-,-
R2022031900619,-,-,-,-,-,-,-,-,-,-
R2022031900620,-,-,-,-,-,-,-,-,-,-
R2022031900621,-,-,-,-,-,-,-,-,-,-
R2022031900622,-,-,-,-,-,-,-,-,-,-
R2022031900623,-,-,-,-,-,-,-,-,-,-
R2022031900624,-,-,-,-,-,-,-,-,-,-
R2022031900625,-,-,-,-,-,-,-,-,-,-
R2022031900626,-,-,-,-,-,-,-,-,-,-
R2022031900627,-,-,-,-,-,-,-,-,-,-
R2022031900628,-,-,-,-,-,-,-,-,-,-
R2022031900629,-,-,1,-,-,-,-,-,-,-
R2022031900630,-,-,-,-,-,-,-,-,-,-
R2022031900631,-,-,-,-,-,-,-,-,-,-
R2022031900632,-,-,-,-,-,-,-,-,-,-
R2022031900633,-,-,-,-,-,-,-,-,-,-
R2022031900634,-,-,-,-,-,-,-,-,-,-
R2022031900635,-,-,-,-,-,-,-,-,-,-
R2022031900636,-,-,-,-,-,-,-,-,-,-
R2022031900637,-,-,-,-,-,-,-,-,-,-
R2022031900638,-,-,-,-,-,-,-,-,-,-
R2022031900639,-,-,-,-,-,-,-,-,-,-
R2022031900640,-,-,-,-,-,-,-,-,-,-
R2022031900641,-,-,-,-,-,-,-,-,-,-
R2022031900642,-,-,-,-,-,-,-,-,-,-
R2022031900643,-,-,1,-,-,-,-,-,-,-
R2022031900644,-,-,-,-,-,-,-,-,-,-
R2022031900645,-,-,-,-,-,-,-,-,-,-
R2022031900646,-,-,-,-,-,-,-,-,-,-
R2022031900647,-,-,-,-,-,-,-,-,-,-
R2022031900648,-,-,-,-,-,-,-,-,-,-
R2022031900649,-,-,-,-,-,-,-,-,-,-
R2022031900650,-,-,-,-,-,-,-,-,-,-
R2022031900652,-,-,-,-,-,-,-,-,-,-
R2022031900653,-,-,-,-,-,-,-,-,-,-
R2022031900654,-,-,-,-,-,-,-,-,-,-
R2022031900655,-,-,-,-,-,-,-,-,-,-
R2022031900656,-,-,-,-,-,-,-,-,-,-
R2022031900657,-,-,-,-,-,-,-,-,-,-
R2022031900658,-,-,-,-,-,-,-,-,-,-
R2022031900659,-,-,-,-,-,-,-,-,-,-
R2022031900660,-,-,-,-,-,-,-,-,-,-
R2022031900661,-,-,-,-,-,-,-,-,-,-
R2022031900662,-,-,-,-,-,-,-,-,-,-
R2022031900663,-,-,1,-,-,-,-,-,-,-
R2022031900664,-,-,-,-,-,-,-,-,-,-
R2022031900665,-,-,-,-,-,-,-,-,-,-
R2022031900666,-,-,-,-,-,-,-,-,-,-
R2022031900667,-,-,-,-,-,-,-,-,-,-
R2022031900668,-,-,-,-,-,-,-,-,-,-
R2022031900669,-,-,-,-,-,-,-,-,-,-
R2022031900670,-,-,-,-,-,-,-,-,-,-
R2022031900671,-,-,-,-,-,-,-,-,-,-
R2022031900672,-,-,-,-,-,-,-,-,-,-
R2022031900673,-,-,1,-,-,1,-,-,-,-
R2022031900674,-,-,-,-,-,-,-,-,-,-
R2022031900675,-,-,-,-,-,-,-,-,-,-
R2022031900676,-,-,-,-,-,-,-,-,-,-
R2022031900677,-,-,-,-,-,-,-,-,-,-
R2022031900678,-,-,-,-,-,-,-,-,-,-
R2022031900679,-,-,-,-,-,-,-,-,-,-
R2022031900680,-,-,-,-,-,-,-,-,-,-
R2022031900681,-,-,-,-,-,-,-,-,-,-
R2022031900682,-,-,-,-,-,-,-,-,-,-
R2022031900683,-,-,-,-,-,-,-,-,-,-
R2022031900684,-,-,-,-,-,-,-,-,-,-
R2022031900685,-,-,-,-,-,-,-,-,-,-
R2022031900686,-,-,1,-,-,1,-,-,-,-
R2022031900687,-,-,-,-,-,-,-,-,-,-
R2022031900688,-,-,-,-,-,-,-,-,-,-
R2022031900689,-,-,-,-,-,-,-,-,-,-
R2022031900690,-,-,-,-,-,-,-,-,-,-
R2022031900691,-,-,-,-,-,-,-,-,-,-
R2022031900692,-,-,-,-,-,-,-,-,-,-
R2022031900693,-,-,-,-,-,-,-,-,-,-
R2022031900694,-,-,-,-,-,-,-,-,-,-
R2022031900695,-,-,-,-,-,-,-,-,-,-
R2022031900696,-,-,-,-,-,-,-,-,-,-
R2022031900697,-,-,-,-,-,-,-,-,-,-
R2022031900698,-,-,-,-,-,-,-,-,-,-
R2022031900699,-,-,-,-,-,-,-,-,-,-
R2022031900700,-,-,-,-,-,-,-,-,-,-
R2022031900701,-,-,-,-,-,-,-,-,-,-
R2022031900702,-,-,-,-,-,-,-,-,-,-
R2022031900703,-,-,-,-,-,-,-,-,-,-
R2022031900704,-,-,-,-,-,-,-,-,-,-
R2022031900705,-,-,-,-,-,-,-,-,-,-
R2022031900706,-,-,-,-,-,-,-,-,-,-
R2022031900707,-,-,-,-,-,-,-,-,-,-
R2022031900708,-,-,-,-,-,-,-,-,-,-
R2022031900709,-,-,-,-,-,-,-,-,-,-
R2022031900710,-,-,-,-,-,-,-,-,-,-
R2022031900711,-,-,1,-,-,-,-,-,-,-
R2022031900712,-,-,-,-,-,-,-,-,-,-
R2022031900713,-,-,-,-,-,-,-,-,-,-
R2022031900714,-,-,-,-,-,-,-,-,-,-
R2022031900715,-,-,-,-,-,-,-,-,-,-
R2022031900716,-,-,-,-,-,-,-,-,-,-
R2022031900717,-,-,-,-,-,-,-,-,-,-
R2022031900718,-,-,-,-,-,-,-,-,-,-
R2022031900719,-,-,-,-,-,-,-,-,-,-
R2022031900720,-,-,-,-,-,-,-,-,-,-
R2022031900721,-,-,-,-,-,-,-,-,-,-
R2022031900722,-,-,-,-,-,-,-,-,-,-
R2022031900723,-,-,-,-,-,-,-,-,-,-
R2022031900724,-,-,-,-,-,-,-,-,-,-
R2022031900725,-,-,1,-,-,-,-,-,-,-
R2022031900726,-,-,-,-,-,-,-,-,-,-
R2022031900727,-,-,-,-,-,-,-,-,-,-
R2022031900728,-,-,-,-,-,-,-,-,-,-
R2022031900729,-,-,-,-,-,-,-,-,-,-
R2022031900730,-,-,-,-,-,-,-,-,-,-
R2022031900731,-,-,-,-,-,-,-,-,-,-
R2022031900732,-,-,-,-,-,-,-,-,-,-
R2022031900733,-,-,-,-,-,-,-,-,-,-
R2022031900734,-,-,-,-,-,-,-,-,-,-
R2022031900735,-,-,-,-,-,-,-,-,-,-
R2022031900736,-,-,-,-,-,-,-,-,-,-
R2022031900737,-,-,-,-,-,-,-,-,-,-
R2022031900738,-,-,-,-,-,-,-,-,-,-
R2022032000001,-,-,-,-,-,-,-,-,-,-
R2022032000002,-,-,-,-,-,-,-,-,-,-
R2022032000004,-,-,-,-,-,-,-,-,-,-
R2022032000005,-,-,-,-,-,-,-,-,-,-
R2022032000006,-,-,-,-,-,-,-,-,-,-
R2022032000007,-,-,-,-,-,-,-,-,-,-
R2022032000008,-,-,-,-,-,-,-,-,-,-
R2022032000009,-,-,-,-,-,-,-,-,-,-
R2022032000010,-,-,-,-,-,-,-,-,-,-
R2022032000011,-,-,-,-,-,1,-,-,-,-
R2022032000012,-,-,1,-,-,-,-,-,-,-
R2022032000013,-,-,-,-,-,-,-,-,-,-
R2022032000014,-,-,1,-,-,-,-,-,-,-
R2022032000015,-,-,1,-,-,1,-,-,-,-
R2022032000016,-,000~150,1,-,1,-,-,-,-,-
R2022032000017,-,-,-,-,-,-,-,-,-,-
R2022032000018,-,-,-,-,-,-,-,-,-,-
R2022032000019,-,-,-,-,-,-,-,-,-,-
R2022032000020,-,-,-,-,-,-,-,-,-,-
R2022032000021,-,-,-,-,-,-,-,-,-,-
R2022032000022,-,-,-,-,-,-,-,-,-,1
R2022032000023,-,-,-,-,-,-,-,-,-,-
R2022032000024,-,-,-,-,-,-,-,-,-,-
R2022032000025,-,-,-,-,-,-,-,-,-,-
R2022032000026,-,-,-,-,-,-,-,-,-,-
R2022032000027,-,-,-,-,-,-,-,-,-,-
R2022032000028,-,-,-,-,-,-,-,-,-,-
R2022032000029,-,-,-,-,-,-,-,-,-,-
R2022032000030,-,-,-,-,-,-,-,-,-,-
R2022032000031,-,-,-,-,-,-,-,-,-,-
R2022032000032,-,-,-,-,-,-,-,-,-,-
R2022032000033,-,-,-,-,-,-,-,-,-,-
R2022032000034,-,-,-,-,-,-,-,-,-,-
R2022032000035,-,-,-,-,-,-,-,-,-,-
R2022032000036,-,-,-,-,-,-,-,-,1,-
R2022032000038,-,-,-,-,-,-,-,-,-,-
R2022032000039,-,-,-,-,-,-,-,-,1,1
R2022032000040,-,-,-,4,-,-,-,-,-,-
R2022032000042,-,-,-,-,-,-,-,-,-,-
R2022032000043,-,-,-,-,-,-,-,-,-,-
R2022032000046,-,-,-,-,-,-,-,-,-,-
R2022032000047,-,-,1,-,-,-,-,-,-,-
R2022032000048,-,-,-,-,-,-,-,-,-,-
R2022032000049,-,-,-,-,-,-,-,-,-,-
R2022032000050,-,-,-,-,-,-,-,-,-,-
R2022032000051,-,-,-,-,-,-,-,-,-,-
R2022032000053,-,-,-,-,-,-,-,-,-,-
R2022032000054,-,-,-,-,-,-,-,-,-,-
R2022032000055,-,-,-,-,-,-,-,-,-,-
R2022032000056,-,-,-,-,-,-,-,-,-,-
R2022032000057,-,-,-,-,-,-,-,-,-,-
R2022032000058,-,-,-,-,-,-,-,-,-,-
R2022032000059,-,-,-,-,-,-,-,-,-,-
R2022032000060,-,-,-,-,-,-,-,-,-,-
R2022032000061,-,-,-,-,-,-,-,-,-,-
R2022032000062,-,-,-,-,-,-,-,-,-,-
R2022032000063,-,-,-,-,-,-,-,-,-,-
R2022032000064,-,-,-,-,-,-,-,-,-,-
R2022032000065,-,-,-,-,-,-,-,-,-,-
R2022032000068,-,-,-,-,-,-,-,-,-,-
R2022032000069,-,-,-,-,-,-,-,-,-,-
R2022032000070,-,-,-,-,-,-,-,-,-,-
R2022032000071,-,-,-,-,-,-,-,-,-,-
R2022032000072,-,-,-,-,-,-,-,-,-,-
R2022032000073,-,-,-,-,-,-,-,-,-,-
R2022032000074,-,-,-,-,-,-,-,-,-,-
R2022032000075,-,-,-,-,-,-,-,-,-,-
R2022032000076,-,-,-,-,-,-,-,-,-,-
R2022032000077,-,-,-,-,-,-,-,-,-,-
R2022032000078,-,-,-,-,-,-,-,-,-,-
R2022032000079,-,-,-,-,-,-,-,-,-,-
R2022032000080,-,-,-,-,-,-,-,-,-,-
R2022032000081,-,-,1,-,-,-,-,-,-,-
R2022032000082,-,-,-,-,-,-,-,-,-,-
R2022032000083,-,-,-,-,-,-,-,-,-,-
R2022032000084,-,-,-,-,-,-,-,-,-,-
R2022032000085,-,-,-,-,-,-,-,-,-,-
R2022032000086,-,-,-,-,-,-,-,-,-,-
R2022032000087,-,-,-,-,-,-,-,-,-,-
R2022032000088,-,000~120,-,-,-,-,-,-,-,-
R2022032000089,-,-,-,-,-,-,-,-,-,-
R2022032000090,-,-,-,-,-,-,-,-,-,-
R2022032000091,-,-,-,-,-,-,-,-,-,-
R2022032000092,-,-,-,2,-,-,-,-,-,-
R2022032000093,-,-,-,-,-,-,-,-,-,-
R2022032000094,-,-,1,-,-,-,-,-,-,-
R2022032000095,-,-,-,-,-,-,-,-,-,-
R2022032000096,-,-,-,-,-,-,-,-,-,-
R2022032000097,-,-,-,-,-,-,-,-,-,-
R2022032000098,-,-,-,-,-,-,-,-,-,-
R2022032000099,-,-,-,-,-,-,-,-,-,-
R2022032000100,-,-,-,-,-,-,-,-,-,-
R2022032000101,-,-,-,-,-,-,-,-,-,-
R2022032000102,-,-,-,-,-,-,-,-,-,-
R2022032000105,-,-,-,-,-,-,-,-,-,-
R2022032000106,-,-,-,-,-,-,-,-,-,-
R2022032000107,-,-,-,-,-,-,-,-,-,-
R2022032000109,-,-,-,-,-,-,-,-,-,-
R2022032000110,-,-,-,-,-,-,-,-,-,-
R2022032000111,-,-,-,-,-,-,-,-,-,-
R2022032000112,-,-,-,-,-,-,-,-,-,-
R2022032000113,-,-,-,-,-,-,-,-,-,-
R2022032000114,-,-,-,-,-,-,-,-,-,-
R2022032000115,-,-,-,-,-,-,-,-,-,-
R2022032000116,-,-,-,-,-,-,-,-,-,-
R2022032000117,-,-,-,-,-,-,-,-,-,-
R2022032000118,-,-,-,-,-,-,-,-,-,-
R2022032000119,-,-,-,-,-,-,-,-,-,-
R2022032000120,-,-,-,-,-,-,-,-,-,-
R2022032000121,-,-,-,-,-,-,-,-,-,-
R2022032000122,-,-,-,-,-,-,-,-,-,-
R2022032000123,-,-,-,-,-,-,-,-,-,-
R2022032000124,-,-,-,-,-,-,-,-,-,-
R2022032000125,-,-,-,-,-,-,-,-,-,-
R2022032000126,-,-,-,-,-,-,-,-,-,-
R2022032000127,-,-,-,-,-,-,-,-,-,-
R2022032000128,-,-,-,-,-,-,-,-,-,-
R2022032000129,-,-,-,-,-,-,-,-,-,-
R2022032000130,-,-,-,-,-,-,-,-,-,-
R2022032000131,-,-,-,-,-,-,-,-,-,-
R2022032000132,-,-,-,-,-,-,-,-,-,-
R2022032000133,-,-,-,-,-,-,-,-,-,-
R2022032000134,-,-,-,-,-,-,-,-,-,-
R2022032000135,-,-,-,-,-,-,-,-,-,-
R2022032000136,-,-,-,-,-,-,-,-,-,-
R2022032000137,-,-,-,-,-,-,-,-,-,-
R2022032000138,-,-,-,-,-,-,-,-,-,-
R2022032000139,-,-,-,-,-,-,-,-,-,-
R2022032000140,-,-,-,-,-,-,-,-,-,-
R2022032000141,-,-,-,-,-,-,-,-,-,-
R2022032000142,-,-,-,-,-,-,-,-,-,-
R2022032000143,-,-,-,-,-,-,-,-,-,-
R2022032000144,-,-,-,-,-,-,-,-,-,-
R2022032000145,-,-,-,-,-,-,-,-,-,-
R2022032000146,-,-,-,-,-,-,-,-,-,-
R2022032000147,-,-,-,-,-,-,-,-,-,-
R2022032000148,-,-,-,-,-,-,-,-,-,-
R2022032000149,-,-,-,-,-,-,-,-,-,-
R2022032000150,-,-,-,-,-,-,-,-,-,-
R2022032000151,-,-,-,-,-,-,-,-,-,-
R2022032000152,-,-,-,-,-,-,-,-,-,-
R2022032000153,-,-,-,-,-,-,-,-,-,-
R2022032000154,-,-,-,-,-,-,-,-,-,-
R2022032000156,-,-,-,-,-,-,-,-,-,-
R2022032000157,-,-,-,-,-,-,-,-,-,-
R2022032000158,-,-,1,-,-,-,-,-,-,-
R2022032000159,-,-,-,-,-,-,-,-,-,-
R2022032000160,-,-,-,-,-,-,-,-,-,-
R2022032000161,-,-,-,-,-,-,-,-,-,-
R2022032000162,-,-,-,-,-,-,-,-,-,-
R2022032000163,-,-,1,-,-,-,-,-,-,-
R2022032000164,-,-,-,-,-,-,-,-,-,-
R2022032000165,-,-,-,-,-,-,-,-,-,-
R2022032000166,-,-,-,-,-,-,-,-,-,-
R2022032000167,-,-,-,-,-,-,-,-,-,-
R2022032000168,-,-,-,-,-,-,-,-,-,-
R2022032000169,-,-,-,-,-,-,-,-,-,-
R2022032000170,-,-,-,-,-,-,-,-,-,-
R2022032000171,-,-,-,-,-,-,-,-,-,-
R2022032000172,-,-,-,-,-,-,-,-,-,-
R2022032000173,-,-,-,-,-,-,-,-,-,-
R2022032000174,-,-,-,-,-,-,-,-,-,-
R2022032000175,-,-,-,-,-,-,-,-,-,-
R2022032000176,-,-,-,-,-,-,-,-,-,-
R2022032000177,-,-,-,-,-,-,-,-,-,-
R2022032000178,-,-,1,-,-,-,-,-,-,-
R2022032000179,-,-,1,-,-,-,-,-,-,-
R2022032000180,-,-,1,-,-,-,-,-,-,-
R2022032000181,-,-,-,-,-,-,-,-,-,-
R2022032000182,-,-,-,-,-,-,-,-,-,-
R2022032000183,-,-,-,-,-,-,-,-,-,-
R2022032000184,-,-,-,-,-,-,-,-,-,-
R2022032000185,-,-,-,-,-,-,-,-,-,-
R2022032000186,-,-,-,-,-,-,-,-,-,-
R2022032000187,-,-,-,-,-,-,-,-,-,-
R2022032000188,-,-,-,-,-,-,-,-,-,-
R2022032000189,-,-,-,-,-,-,-,-,-,-
R2022032000190,-,-,-,-,-,-,-,-,-,-
R2022032000191,-,-,-,-,-,-,-,-,-,-
R2022032000192,-,-,-,-,-,-,-,-,-,-
R2022032000193,-,-,-,-,-,-,-,-,-,-
R2022032000195,-,-,-,-,-,-,-,-,-,-
R2022032000196,-,-,-,-,-,-,-,-,-,-
R2022032000197,-,-,-,-,-,-,-,-,-,-
R2022032000198,-,-,-,-,-,-,-,-,-,-
R2022032000199,-,-,-,-,-,-,-,-,-,-
R2022032000200,-,-,-,-,-,-,-,-,-,-
R2022032000201,-,-,-,-,-,-,-,-,-,-
R2022032000202,-,-,-,-,-,-,-,-,-,-
R2022032000203,-,-,-,-,-,-,-,-,-,-
R2022032000204,-,-,-,-,-,-,-,-,-,-
R2022032000205,-,-,-,-,-,-,-,-,-,-
R2022032000206,-,-,-,-,-,-,-,-,-,-
R2022032000207,-,-,-,-,-,-,-,-,-,-
R2022032000208,-,-,-,-,-,-,-,-,-,-
R2022032000209,-,-,-,-,-,-,-,-,-,-
R2022032000210,-,-,-,-,-,-,-,-,-,-
R2022032000211,-,-,-,-,-,-,-,-,-,-
R2022032000212,-,-,-,-,-,-,-,-,-,-
R2022032000213,-,-,-,-,-,-,-,-,-,-
R2022032000214,-,-,1,-,-,-,-,-,-,-
R2022032000215,-,-,-,-,-,-,-,-,-,-
R2022032000216,-,-,-,-,-,-,-,-,-,-
R2022032000217,-,-,-,-,-,-,-,-,-,-
R2022032000218,-,-,-,-,-,-,-,-,-,-
R2022032000219,-,-,-,-,-,-,-,-,-,-
R2022032000220,-,-,-,-,-,-,-,-,-,-
R2022032000221,-,-,-,-,-,-,-,-,-,-
R2022032000222,-,-,-,-,-,-,-,-,-,-
R2022032000223,-,-,-,-,-,-,-,-,-,-
R2022032000224,-,-,-,-,-,-,-,-,-,-
R2022032000225,-,-,-,-,-,-,-,-,-,-
R2022032000226,-,-,-,-,-,-,-,-,-,-
R2022032000227,-,-,-,-,-,-,-,-,-,-
R2022032000228,-,-,-,-,-,-,-,-,-,-
R2022032000229,-,-,-,-,-,-,-,-,-,-
R2022032000230,-,-,-,-,-,-,-,-,-,-
R2022032000231,-,-,-,-,-,-,-,-,-,-
R2022032000232,-,-,-,-,-,-,-,-,-,-
R2022032000233,-,-,-,-,-,-,-,-,-,-
R2022032000234,-,-,-,-,-,-,-,-,-,-
R2022032000235,-,-,-,-,-,-,-,-,-,-
R2022032000236,-,-,-,-,-,-,-,-,-,-
R2022032000237,-,-,-,-,-,-,-,-,-,-
R2022032000238,-,-,-,-,-,-,-,-,-,-
R2022032000239,-,-,-,-,-,-,-,-,-,-
R2022032000240,-,-,-,-,-,-,-,-,-,-
R2022032000241,-,-,-,-,-,-,-,-,-,-
R2022032000242,-,-,-,-,-,-,-,-,-,-
R2022032000243,-,-,-,-,-,-,-,-,-,-
R2022032000244,-,-,-,-,-,-,-,-,-,-
R2022032000245,-,-,-,-,-,-,-,-,-,-
R2022032000246,-,-,-,-,-,-,-,-,-,-
R2022032000247,-,-,-,-,-,-,-,-,-,-
R2022032000248,-,-,-,-,-,-,-,-,-,-
R2022032000249,-,-,-,-,-,-,-,-,-,-
R2022032000250,-,-,-,-,-,-,-,-,-,-
R2022032000252,-,-,-,-,-,-,-,-,-,-
R2022032000253,-,-,-,-,-,-,-,-,-,-
R2022032000254,-,-,-,-,-,-,-,-,-,-
R2022032000256,-,-,-,-,-,-,-,-,-,-
R2022032000257,-,-,-,-,-,-,-,-,-,-
R2022032000258,-,-,-,-,-,-,-,-,-,-
R2022032000259,-,-,-,-,-,-,-,-,-,-
R2022032000260,-,-,-,-,-,-,-,-,-,-
R2022032000261,-,-,-,-,-,-,-,-,-,-
R2022032000262,-,-,-,-,-,-,-,-,-,-
R2022032000263,-,-,-,-,-,-,-,-,-,-
R2022032000264,-,-,-,-,-,-,-,-,-,-
R2022032000265,-,-,-,-,-,-,-,-,-,-
R2022032000267,-,-,-,-,-,-,-,-,-,-
R2022032000268,-,-,-,-,-,-,-,-,-,-
R2022032000269,-,-,-,-,-,-,-,-,-,-
R2022032000270,-,-,-,-,-,-,-,-,-,-
R2022032000271,-,-,-,-,-,-,-,-,-,-
R2022032000272,-,-,-,-,-,-,-,-,-,-
R2022032000273,-,-,-,-,-,-,-,-,-,-
R2022032000274,-,-,-,-,-,-,-,-,-,-
R2022032000275,-,-,-,-,-,-,-,-,-,-
R2022032000276,-,-,-,-,-,-,-,-,-,-
R2022032000277,-,-,-,-,-,-,-,-,-,-
R2022032000278,-,-,-,-,-,-,-,-,-,-
R2022032000279,-,-,-,-,-,-,-,-,-,-
R2022032000280,-,-,-,-,-,-,-,-,-,-
R2022032000281,-,-,-,-,-,-,-,-,-,-
R2022032000282,-,-,-,-,-,-,-,-,-,-
R2022032000283,-,-,-,-,-,-,-,-,-,-
R2022032000284,-,-,-,-,-,-,-,-,-,-
R2022032000285,-,-,-,-,-,-,-,-,-,-
R2022032000286,-,-,-,-,-,-,-,-,-,-
R2022032000287,-,-,-,-,-,-,-,-,-,-
R2022032000288,-,-,-,-,-,-,-,-,-,-
R2022032000289,-,-,-,-,-,-,-,-,-,-
R2022032000290,-,-,-,-,-,-,-,-,-,-
R2022032000291,-,-,-,-,-,-,-,-,-,-
R2022032000292,-,-,-,-,-,-,-,-,-,-
R2022032000293,-,-,-,-,-,-,-,-,-,-
R2022032000294,-,-,-,-,-,-,-,-,-,-
R2022032000295,-,-,-,-,-,-,-,-,-,-
R2022032000296,-,-,-,-,-,-,-,-,-,-
R2022032000297,-,-,-,-,-,-,-,-,-,-
R2022032000298,-,-,-,-,-,-,-,-,-,-
R2022032000299,-,-,-,-,-,-,-,-,-,-
R2022032000300,-,-,-,-,-,-,-,-,-,-
R2022032000301,-,-,-,-,-,-,-,-,-,-
R2022032000302,-,-,-,-,-,-,-,-,-,-
R2022032000303,-,-,-,-,-,-,-,-,-,-
R2022032000304,-,-,-,-,-,-,-,-,-,-
R2022032000305,-,-,-,-,-,-,-,-,-,-
R2022032000306,-,-,-,-,-,-,-,-,-,-
R2022032000307,-,-,-,-,-,-,-,-,-,-
R2022032000308,-,-,-,-,-,-,-,-,-,-
R2022032000309,-,-,-,-,-,-,-,-,-,-
R2022032000310,-,-,-,-,-,-,-,-,-,-
R2022032000311,-,-,-,-,-,-,-,-,-,-
R2022032000312,-,-,-,-,-,-,-,-,-,-
R2022032000313,-,-,-,-,-,-,-,-,-,-
R2022032000314,-,-,-,-,-,-,-,-,-,-
R2022032000315,-,-,-,-,-,-,-,-,-,-
R2022032000316,-,-,-,-,-,-,-,-,-,-
R2022032000317,-,-,-,-,-,-,-,-,-,-
R2022032000318,-,-,-,-,-,-,-,-,-,-
R2022032000319,-,-,-,-,-,-,-,-,-,-
R2022032000320,-,-,-,-,-,-,-,-,-,-
R2022032000321,-,-,-,-,-,-,-,-,-,-
R2022032000322,-,-,-,-,-,-,-,-,-,-
R2022032000323,-,-,-,-,-,-,-,-,-,-
R2022032000324,-,-,-,-,-,-,-,-,-,-
R2022032000325,-,-,-,-,-,-,-,-,-,-
R2022032000326,-,-,-,-,-,-,-,-,-,-
R2022032000327,-,-,-,-,-,-,-,-,-,-
R2022032000328,-,-,-,-,-,-,-,-,-,-
R2022032000329,-,-,-,-,-,-,-,-,-,-
R2022032000330,-,-,-,-,-,-,-,-,-,-
R2022032000331,-,-,-,-,-,-,-,-,-,-
R2022032000332,-,-,-,-,-,-,-,-,-,-
R2022032000333,-,-,-,-,-,-,-,-,-,-
R2022032000334,-,-,-,-,-,-,-,-,-,-
R2022032000335,-,-,-,-,-,-,-,-,-,-
R2022032000336,-,-,1,-,-,-,-,-,-,-
R2022032000337,-,-,-,-,-,-,-,-,-,-
R2022032000338,-,-,-,-,-,-,-,-,-,-
R2022032000339,-,-,-,-,-,-,-,-,-,-
R2022032000340,-,-,-,-,-,-,-,-,-,-
R2022032000341,-,-,-,-,-,-,-,-,-,-
R2022032000342,-,-,-,-,-,-,-,-,-,-
R2022032000343,-,-,-,-,-,-,-,-,-,-
R2022032000344,-,-,-,-,-,-,-,-,-,-
R2022032000345,-,-,-,-,-,-,1,-,-,-
R2022032000346,-,-,-,-,-,-,1,-,-,-
R2022032000347,-,-,-,-,-,-,-,-,-,-
R2022032000348,-,-,-,-,1,-,-,-,-,-
R2022032000349,-,050~100,-,-,-,-,-,-,1,-
R2022032000350,-,-,-,-,-,-,-,-,-,-
R2022032000351,-,-,-,-,-,-,-,-,-,-
R2022032000352,-,-,-,-,-,-,-,-,-,-
R2022032000353,-,-,-,-,-,-,-,-,-,-
R2022032000354,-,-,-,-,-,-,-,-,-,-
R2022032000355,-,-,-,-,-,-,-,-,-,-
R2022032000356,-,-,-,-,-,-,-,-,-,-
R2022032000357,-,-,-,-,-,-,-,-,-,-
R2022032000358,-,-,-,-,-,-,-,-,-,-
R2022032000359,-,-,-,-,-,-,-,-,-,-
R2022032000360,-,-,-,-,-,-,-,-,-,-
R2022032000361,-,-,-,-,-,-,-,-,-,-
R2022032000363,-,-,-,-,-,-,-,-,-,-
R2022032000364,-,-,-,-,-,-,-,-,-,-
R2022032000365,-,-,-,-,-,-,-,-,-,-
R2022032000366,-,-,-,-,-,-,-,-,-,-
R2022032000367,-,-,-,-,-,-,-,-,-,-
R2022032000368,-,-,-,-,-,-,-,-,-,-
R2022032000369,-,-,-,-,-,-,-,-,-,-
R2022032000370,-,-,-,-,-,-,-,-,-,-
R2022032000371,-,-,-,-,-,-,-,-,-,-
R2022032000372,-,-,-,-,-,-,-,-,-,-
R2022032000373,-,-,-,-,-,-,-,-,-,-
R2022032000374,-,-,-,-,-,-,-,-,-,-
R2022032000375,-,-,-,-,-,-,-,-,-,-
R2022032000376,-,-,-,-,-,-,-,-,-,-
R2022032000377,-,-,-,-,-,-,-,-,-,-
R2022032000378,-,-,-,-,-,-,-,-,-,-
R2022032000379,-,-,-,-,-,-,-,-,-,-
R2022032000380,-,-,-,-,-,-,-,-,-,-
R2022032000381,-,-,-,-,-,-,-,-,-,-
R2022032000383,-,-,-,-,-,-,-,-,-,-
R2022032000384,-,-,-,-,-,-,1,-,-,-
R2022032000385,-,-,-,-,-,-,-,-,-,-
R2022032000386,-,-,1,-,-,-,-,-,-,-
R2022032000387,-,-,-,-,-,-,-,-,-,-
R2022032000388,-,-,-,-,-,-,1,-,-,-
