bizid,Aid_Section,중위소득,homeless_Whether,school_year _system,1인가구 여부,신혼부부,농업인,소상공인,차상위계층,기초생활 및 생계급여
R2023040408488,-,-,-,-,-,-,-,-,-,-
R2023040408489,-,-,-,-,-,-,-,-,-,-
R2023040408490,-,-,-,-,-,-,-,-,-,-
R2023040408491,-,-,-,-,-,-,-,-,-,-
R2023040408492,-,-,-,-,-,-,-,-,-,-
R2023040408493,-,-,-,-,-,-,-,-,-,-
R2023040408494,-,-,-,-,-,-,-,-,-,-
R2023040408495,-,-,-,-,-,-,-,-,-,-
R2023040408496,-,-,-,-,-,-,-,-,-,-
R2023040408497,-,-,-,-,-,-,-,-,-,-
R2023040408498,-,-,-,-,-,-,-,-,-,-
R2023040408499,-,-,-,-,-,-,-,-,-,-
R2023040408500,-,-,-,-,-,-,-,-,-,-
R2023040408501,-,-,-,-,-,-,-,-,-,-
R2023040408503,-,-,-,-,-,-,-,-,-,-
R2023040408504,-,-,-,-,-,-,-,-,-,-
R2023040408505,-,-,-,-,-,-,-,-,-,-
R2023040408506,-,-,-,-,-,-,-,-,-,-
R2023040408507,-,-,-,-,-,-,-,-,-,-
R2023040408508,-,-,-,-,-,-,-,-,-,-
R2023040408509,-,-,-,-,-,-,-,-,-,-
R2023040408510,-,-,-,-,-,-,-,-,-,-
R2023040408511,-,-,-,-,-,-,-,-,-,-
R2023040408512,-,-,-,-,-,-,-,-,-,-
R2023040408513,-,-,-,-,-,-,-,-,-,-
R2023040408514,-,-,-,-,-,-,-,-,-,-
R2023040408515,-,-,-,-,-,-,-,-,-,-
R2023040502321,-,-,-,-,-,-,-,-,-,-
R2023040508523,-,-,-,-,-,-,-,-,-,-
R2023040508524,-,-,1,-,-,1,-,-,-,-
R2023040508543,-,-,-,-,-,-,-,-,-,-
R2023040508544,-,-,-,-,-,-,-,-,-,-
R2023040602341,-,-,-,-,-,-,-,-,1,1
R2023040602343,-,-,-,-,-,-,-,1,-,-
R2023040608931,-,-,1,-,-,-,-,-,-,-
R2023040608932,-,-,-,-,-,-,-,-,-,-
R2023040608933,-,-,-,-,-,-,-,-,-,-
R2023040608934,-,-,-,-,-,-,-,-,-,-
R2023040608935,-,-,-,-,-,-,-,-,-,-
R2023040608936,-,-,-,-,-,-,-,-,-,-
R2023040608937,-,-,-,-,-,-,-,-,-,-
R2023040608938,-,-,-,-,-,-,-,-,-,-
R2023040608939,-,-,-,-,-,-,-,-,-,-
R2023040608940,-,-,-,-,-,-,-,-,-,-
R2023040608941,-,-,-,-,-,-,-,-,-,-
R2023040608942,-,-,-,-,-,-,-,-,-,-
R2023040608947,-,-,-,-,-,-,-,-,-,-
R2023040608948,-,-,-,-,-,-,-,-,-,-
R2023040608949,-,-,-,-,-,-,-,-,-,-
R2023040608950,-,-,-,-,-,-,-,-,-,-
R2023040608951,-,-,-,-,-,-,-,-,-,-
R2023040608952,-,-,-,-,-,-,-,-,-,-
R2023040608953,-,-,-,-,-,-,-,-,-,-
R2023040608954,-,-,-,-,-,-,-,-,-,-
R2023040608955,-,-,-,-,-,-,-,-,-,-
R2023040608956,-,-,-,-,-,-,-,-,-,-
R2023040608957,-,-,-,-,-,-,-,-,-,-
R2023040608958,-,-,-,-,-,-,-,-,-,-
R2023040608959,-,-,-,-,-,-,-,-,-,-
R2023040608960,-,-,-,-,-,-,-,-,-,-
R2023040608961,-,-,-,-,-,-,-,-,-,-
R2023040608962,-,-,-,-,-,-,-,-,-,-
R2023040608963,-,-,-,-,-,-,-,-,-,-
R2023040608964,-,-,-,-,-,-,-,-,-,-
R2023040608965,-,-,-,-,-,-,-,-,-,-
R2023040608966,-,-,-,-,-,-,-,-,-,-
R2023040608967,-,-,-,-,-,-,-,-,-,-
R2023040608968,-,-,-,-,-,-,-,-,-,-
R2023040608969,-,-,-,-,-,-,-,-,-,-
R2023040608970,-,-,-,-,-,-,-,-,-,-
R2023040608971,-,-,-,-,-,-,-,-,-,-
R2023040608972,-,-,-,-,-,-,-,-,-,-
R2023040608973,-,-,-,-,-,-,-,-,-,-
R2023040608974,-,-,-,-,-,-,-,-,-,-
R2023040608975,-,-,-,-,-,-,-,-,-,-
R2023040608976,-,-,-,-,-,-,-,-,-,-
R2023040608977,-,-,-,-,-,-,-,-,-,-
R2023040608978,-,-,-,-,-,-,-,-,-,-
R2023040608979,-,-,-,-,-,-,-,-,-,-
R2023040608980,-,-,-,-,-,1,-,-,-,-
R2023040608981,-,-,-,-,-,-,-,-,-,-
R2023040608982,-,-,-,-,-,-,-,-,-,-
R2023040608983,-,-,-,-,-,-,-,-,-,-
R2023040608984,-,-,-,-,-,-,-,-,-,-
R2023040608985,-,-,-,-,-,-,-,-,-,-
R2023040608986,-,-,-,-,-,-,-,-,-,-
R2023040608987,-,-,-,-,-,-,-,-,-,-
R2023040608988,-,-,-,-,-,-,-,-,-,-
R2023040608989,-,-,-,-,-,-,-,-,-,-
R2023040608990,-,-,-,-,-,-,-,-,-,-
R2023040608991,-,-,-,-,-,-,-,-,-,-
R2023040608992,-,-,-,-,-,-,-,-,-,-
R2023040608993,-,-,-,-,-,-,-,-,-,-
R2023040608994,-,-,-,-,-,-,-,-,-,-
R2023040608995,-,-,-,-,-,-,-,-,-,-
R2023040608996,-,-,-,-,-,-,-,-,-,-
R2023040608997,-,-,-,-,-,-,-,-,-,-
R2023040608998,-,-,-,-,-,-,-,-,-,-
R2023040608999,-,-,-,-,-,-,-,-,-,-
R2023040609000,-,000~100,-,-,-,-,-,-,-,-
R2023040609001,-,-,-,-,-,-,-,-,-,-
R2023040609002,-,-,-,-,-,-,-,-,-,-
R2023040609003,-,-,-,-,-,-,-,-,-,-
R2023040609004,-,-,-,-,-,-,-,-,-,-
R2023040609005,-,-,-,-,-,-,-,-,-,-
R2023040609006,-,-,-,-,-,-,-,-,-,-
R2023040609007,-,-,-,-,-,-,-,-,-,-
R2023040609008,-,-,-,-,-,-,-,-,-,-
R2023040609009,-,-,-,-,-,-,-,-,-,-
R2023040609010,-,-,1,-,-,-,-,-,-,-
R2023040609011,-,-,-,-,-,-,-,-,-,-
R2023040609012,-,-,-,-,-,-,-,-,-,-
R2023040609013,-,-,-,-,-,-,-,-,-,-
R2023040609014,-,-,-,-,-,-,-,-,-,-
R2023040609015,-,-,-,-,-,-,-,-,-,-
R2023040609016,-,-,-,-,-,-,-,-,-,-
R2023040609017,-,-,-,-,-,-,-,-,-,-
R2023040609018,-,-,-,-,-,-,-,-,-,-
R2023040609019,-,-,-,-,-,-,-,-,-,-
R2023040609020,-,-,-,-,-,-,-,-,-,-
R2023040609021,-,-,-,-,-,-,-,-,-,-
R2023040609022,-,-,-,-,-,-,-,-,-,-
R2023040609023,-,-,-,-,-,-,-,-,-,-
R2023040609024,-,-,-,-,-,-,-,-,-,-
R2023040609025,-,-,-,-,-,-,-,-,-,-
R2023040609026,-,-,-,-,-,-,-,-,-,-
R2023040609027,-,-,-,-,-,-,-,-,-,-
R2023040609028,-,-,-,-,-,-,-,-,-,-
R2023040609029,-,-,-,-,-,-,-,-,-,-
R2023040609030,-,-,-,-,-,-,-,-,-,-
R2023040609031,-,-,-,-,-,-,-,-,-,-
R2023040609032,-,-,-,-,-,-,-,-,-,-
R2023040609033,-,-,-,-,-,-,-,-,-,-
R2023040609034,-,-,-,-,-,-,-,-,-,-
R2023040609035,-,-,-,-,-,-,-,-,-,-
R2023040609036,-,-,-,-,-,-,-,-,-,-
R2023040609037,-,-,-,-,-,-,-,-,-,-
R2023040609038,-,-,-,-,-,-,-,-,-,-
R2023040609039,-,-,-,-,-,-,-,-,-,-
R2023040609040,-,-,-,-,-,-,-,-,-,-
R2023040609041,-,-,-,-,-,-,-,-,-,-
R2023040609042,-,-,-,-,-,-,-,-,-,-
R2023040609043,-,-,-,-,-,-,-,-,-,-
R2023040609044,-,-,-,-,-,-,-,-,-,-
R2023040609045,-,-,-,-,-,-,-,-,-,-
R2023040609046,-,-,-,-,-,-,-,-,-,-
R2023040609047,-,-,-,-,-,-,-,-,-,-
R2023040609048,-,-,-,-,-,-,-,-,-,-
R2023040609049,-,-,-,-,-,-,-,-,-,-
R2023040609050,-,-,-,-,-,-,-,-,-,-
R2023040609051,-,-,-,-,-,-,-,-,-,-
R2023040609052,-,-,-,-,-,-,-,-,-,-
R2023040609053,-,-,-,-,-,-,-,-,-,-
R2023040609054,-,-,-,-,-,-,-,-,-,-
R2023040609055,-,-,-,-,-,-,-,-,-,-
R2023040609056,-,-,-,-,-,-,-,-,-,-
R2023040609057,-,-,-,-,-,-,-,-,-,-
R2023040609058,-,-,-,-,-,-,-,-,-,-
R2023040609059,-,-,-,-,-,-,-,-,-,-
R2023040609060,-,-,-,-,-,-,-,-,-,-
R2023040609061,-,000~150,1,-,1,-,-,-,-,-
R2023040609062,-,-,-,-,-,-,-,-,-,-
R2023040609063,-,-,-,-,-,-,-,-,-,-
R2023040609064,-,-,-,-,-,-,-,-,-,-
R2023040609065,-,-,-,-,-,-,-,-,-,-
R2023040609066,-,-,-,-,-,-,-,-,-,-
R2023040609067,-,-,-,-,-,-,-,-,-,-
R2023040609068,-,-,1,-,-,-,-,-,-,-
R2023040609069,-,-,-,-,-,-,-,-,-,-
R2023040609070,-,-,-,-,-,-,-,-,-,-
R2023040609071,-,-,-,-,-,-,-,-,-,-
R2023040609072,-,-,-,-,-,-,-,-,-,-
R2023040609073,-,-,-,-,-,-,-,-,-,-
R2023040609074,-,-,-,-,-,-,-,-,-,-
R2023040609075,-,-,-,-,-,-,-,-,-,-
R2023040609076,-,-,-,-,-,-,-,-,-,-
R2023040609077,-,-,-,-,-,-,-,-,-,-
R2023040609078,-,-,-,-,-,-,-,-,-,-
R2023040609079,-,-,-,-,-,-,-,-,-,-
R2023040609080,-,-,1,-,-,-,-,-,-,-
R2023040609081,-,-,-,-,-,-,-,-,-,-
R2023040609082,-,-,-,-,-,-,-,-,-,-
R2023040609083,-,-,-,-,-,-,-,-,-,-
R2023040609084,-,-,-,-,-,-,-,-,-,-
R2023040609085,-,-,-,-,-,-,-,-,-,-
R2023040609086,-,-,-,-,-,-,-,-,-,-
R2023040609087,-,-,1,-,-,-,-,-,-,-
R2023040609088,-,-,1,-,-,-,-,-,-,-
R2023040609089,-,-,-,-,-,-,-,-,-,-
R2023040609090,-,-,1,-,-,-,-,-,-,-
R2023040609091,-,-,1,-,-,-,-,-,-,-
R2023040609092,-,-,-,-,-,-,-,-,-,-
R2023040609093,-,-,-,-,-,-,-,-,-,-
R2023040609094,-,-,-,-,-,-,-,-,-,-
R2023040609095,-,-,-,-,-,-,-,-,-,-
R2023040609096,-,-,-,-,-,-,-,-,-,-
R2023040609097,-,-,-,-,-,-,-,-,-,-
R2023040609098,-,-,-,-,-,-,-,-,-,-
R2023040609099,-,-,-,-,-,-,-,-,-,-
R2023040609100,-,-,-,-,-,-,-,-,-,-
R2023040609101,-,-,-,-,-,-,-,-,-,-
R2023040609102,-,-,-,-,-,-,-,-,-,-
R2023040609103,-,-,-,-,-,-,-,-,-,-
R2023040609104,-,-,-,-,-,-,-,-,-,-
R2023040609105,-,-,-,-,-,-,-,-,-,-
R2023040609106,-,-,-,-,-,-,-,-,-,-
R2023040609107,-,-,-,-,-,-,-,-,-,-
R2023040609108,-,-,1,-,-,-,-,-,-,-
R2023040609109,-,-,1,-,-,-,-,-,-,-
R2023040609110,-,-,-,-,-,-,-,-,-,-
R2023040609111,-,-,-,-,-,-,-,-,-,-
R2023040609112,-,-,-,-,-,-,-,-,-,-
R2023040609113,-,-,-,-,-,-,-,-,-,-
R2023040609114,-,-,-,-,-,-,-,-,-,-
R2023040609115,-,-,-,-,-,-,-,-,-,-
R2023040609116,-,-,-,-,-,-,-,-,-,-
R2023040609117,-,-,-,-,-,-,-,-,-,-
R2023040609118,-,-,-,-,-,-,-,-,-,-
R2023040609119,-,-,-,-,-,-,-,-,-,-
R2023040609120,-,-,-,-,-,-,-,-,-,-
R2023040609121,-,-,-,-,-,-,-,-,-,-
R2023040609122,-,-,-,-,-,-,-,-,-,-
R2023040609123,-,-,-,-,-,-,-,-,-,-
R2023040609124,-,-,-,-,-,-,-,-,-,-
R2023040609125,-,-,-,-,-,-,-,-,-,-
R2023040609126,-,-,-,-,-,-,-,-,-,-
R2023040609127,-,-,-,-,-,-,-,-,-,-
R2023040609128,-,-,-,-,-,-,-,-,-,-
R2023040609129,-,-,-,-,-,-,-,-,-,-
R2023040609130,-,-,-,-,-,-,-,-,-,-
R2023040609131,-,-,-,-,-,-,-,-,-,-
R2023040609132,-,-,-,-,-,-,-,-,-,-
R2023040609133,-,-,-,-,-,-,-,-,-,-
R2023040609134,-,-,-,-,-,-,-,-,-,-
R2023040609135,-,-,-,-,-,-,-,-,-,-
R2023040609136,-,-,-,-,-,-,-,-,-,-
R2023040609137,-,-,-,-,-,-,-,-,-,-
R2023040609138,-,-,-,-,-,-,-,-,-,-
R2023040609139,-,-,-,-,-,-,-,-,-,-
R2023040609140,-,-,-,-,-,-,-,-,-,-
R2023040609141,-,-,-,-,1,-,-,-,-,-
R2023040609142,4,-,-,4,-,-,-,-,1,1
R2023040609143,-,-,-,-,-,-,-,-,-,-
R2023040609144,-,-,-,-,-,-,-,-,-,-
R2023040609145,-,-,-,-,-,-,-,-,-,-
R2023040609146,-,-,-,-,-,-,-,-,-,-
R2023040609147,-,-,-,-,-,-,-,-,-,-
R2023040609148,-,-,-,-,-,-,-,-,-,-
R2023040609149,-,-,-,-,-,-,-,-,-,-
R2023040609150,-,-,-,-,-,-,-,-,-,-
R2023040609151,-,-,-,-,-,-,-,-,-,-
R2023040609152,-,-,-,-,-,-,-,-,-,-
R2023040609153,-,-,-,-,-,-,-,-,-,-
R2023040609154,-,-,-,-,-,-,-,-,-,-
R2023040609155,-,-,-,-,-,-,-,-,-,-
R2023040609156,-,-,-,-,-,-,-,-,-,-
R2023040609157,-,-,-,-,-,-,-,-,-,-
R2023040609158,-,-,-,-,-,-,-,-,-,-
R2023040609159,-,-,-,-,-,-,-,-,-,-
R2023040609160,-,-,-,-,-,-,-,-,-,-
R2023040609161,-,-,-,4,-,-,-,-,1,1
R2023040609162,4,-,-,-,-,-,-,-,-,-
R2023040609163,-,-,-,-,-,-,-,-,-,-
R2023040609164,-,-,-,-,-,-,-,-,-,-
R2023040609165,-,-,-,-,-,-,-,-,-,-
R2023040609166,-,-,-,-,-,-,-,-,-,-
R2023040609167,-,-,-,-,-,-,-,-,-,-
R2023040609168,-,-,-,-,-,-,-,-,-,-
R2023040609169,-,-,-,-,-,-,-,-,-,-
R2023040609170,-,-,-,-,-,-,-,-,-,-
R2023040609171,-,-,-,-,-,-,-,-,-,-
R2023040609172,-,-,1,-,-,-,-,-,-,-
R2023040609173,-,-,-,-,-,-,-,-,-,-
R2023040609174,-,-,-,-,-,-,-,-,-,-
R2023040609175,-,-,-,-,-,-,-,-,-,-
R2023040609176,-,-,-,-,-,-,-,-,-,-
R2023040609177,-,-,-,-,-,-,-,-,-,-
R2023040609178,-,-,-,-,-,-,-,-,-,-
R2023040609179,-,-,1,-,-,-,-,-,-,-
R2023040609180,-,-,-,-,-,-,-,-,-,-
R2023040609181,-,-,-,-,-,-,-,-,-,-
R2023040609182,-,-,-,-,-,-,-,-,-,-
R2023040609183,-,-,-,-,-,-,-,-,-,-
R2023040609184,-,-,-,-,-,-,-,-,-,-
R2023040609185,-,-,-,-,-,-,-,-,-,-
R2023040609186,-,-,-,-,-,-,-,-,-,-
R2023040609187,-,-,-,-,-,-,-,-,-,-
R2023040609188,-,-,-,-,-,-,-,-,-,-
R2023040609189,-,-,-,-,-,-,-,-,-,-
R2023040609190,-,-,-,-,-,-,-,-,-,-
R2023040609191,-,-,-,-,-,-,-,-,-,-
R2023040609192,-,-,-,-,-,-,-,-,-,-
R2023040609193,-,-,-,-,-,-,-,-,-,-
R2023040609194,-,-,-,-,-,-,-,-,-,-
R2023040609195,-,-,-,-,-,-,-,-,-,-
R2023040609196,-,-,-,-,-,-,-,-,-,-
R2023040609197,-,-,-,-,-,-,-,-,-,-
R2023040609198,-,-,-,2,-,-,-,-,-,-
R2023040609199,-,-,-,-,-,-,-,-,-,-
R2023040609200,-,-,-,-,-,-,-,1,-,-
R2023040609201,-,-,-,-,-,-,-,-,-,-
R2023040609202,-,-,-,-,-,-,-,-,-,-
R2023040609203,-,-,-,-,-,-,-,-,-,-
R2023040609204,-,-,-,-,-,-,-,-,1,1
R2023040609205,-,-,-,-,-,-,-,-,-,-
R2023040609206,-,-,-,-,-,-,-,-,-,-
R2023040609207,-,-,-,-,-,-,-,-,-,-
R2023040609208,-,-,-,-,-,-,-,-,-,-
R2023040609209,-,-,-,-,-,-,-,-,-,-
R2023040609210,-,-,-,-,-,-,-,-,-,-
R2023040609212,-,-,-,-,-,-,-,-,-,-
R2023040609213,-,-,-,-,-,-,-,-,-,-
R2023040609214,-,-,-,-,-,-,-,-,-,-
R2023040609215,-,-,-,-,-,-,-,-,-,-
R2023040609216,-,-,-,-,-,-,-,-,-,-
R2023040609217,-,-,-,-,-,-,-,-,-,-
R2023040609218,-,000~100,-,-,-,1,-,-,-,-
R2023040609219,-,-,-,-,-,-,-,-,-,-
R2023040609220,-,-,-,-,-,-,-,-,-,-
R2023040609221,-,000~100,1,-,-,-,-,-,-,-
R2023040609222,-,-,1,-,-,1,-,-,-,-
R2023040609223,-,-,-,-,-,-,-,-,-,-
R2023040609224,-,-,-,-,-,-,-,-,-,-
R2023040609225,-,-,-,-,-,-,-,-,-,-
R2023040609226,-,-,-,-,-,-,-,-,-,-
R2023040609227,-,-,-,-,-,-,-,-,-,-
R2023040609228,-,-,-,-,-,-,-,-,-,-
R2023040609229,-,-,-,-,-,-,-,-,-,-
R2023040609230,-,000~150,-,-,-,-,-,-,-,-
R2023040609231,-,-,-,-,-,-,-,-,-,-
R2023040609232,-,-,-,-,-,-,-,-,-,-
R2023040609233,-,-,-,-,-,-,-,-,1,1
R2023040609234,-,-,-,-,-,-,-,-,-,-
R2023040609235,-,-,-,-,-,-,-,-,-,-
R2023040609236,-,-,-,-,-,-,-,-,-,-
R2023040609237,-,-,-,-,-,-,-,-,-,-
R2023040609238,-,-,-,-,-,-,-,-,-,-
R2023040609239,-,-,-,-,-,-,-,-,-,-
R2023040609240,-,-,-,-,-,-,-,-,-,-
R2023040609241,-,-,-,-,-,1,-,-,-,-
R2023040609242,-,-,-,-,-,-,-,-,-,-
R2023040609243,-,-,-,-,-,-,-,-,-,-
R2023040609244,-,-,-,-,-,-,-,-,-,-
R2023040609245,-,-,1,-,-,-,-,-,-,-
R2023040609246,-,-,-,4,-,-,-,-,-,-
R2023040609247,-,-,-,-,-,-,-,-,-,-
R2023040609248,-,-,-,-,-,-,-,-,-,-
R2023040609249,-,-,-,-,-,-,-,-,-,-
R2023040609250,-,-,-,-,-,-,-,-,-,-
R2023040609251,-,-,-,-,-,-,-,-,-,-
R2023040609252,-,-,-,-,-,-,-,-,-,-
R2023040609253,-,000~100,-,-,-,-,-,-,1,-
R2023040609254,-,-,-,-,-,-,-,-,-,-
R2023040609255,-,-,-,-,-,-,-,-,-,-
R2023040609256,-,-,-,-,-,-,-,-,-,-
R2023040609257,-,-,-,-,-,-,-,-,-,-
R2023040609258,-,-,-,-,-,-,-,-,-,-
R2023040609259,-,-,-,-,-,-,-,-,-,-
R2023040609260,-,-,-,-,-,-,-,-,-,-
R2023040609261,-,-,-,-,-,-,-,-,-,-
R2023040609262,-,-,-,-,-,-,-,-,-,-
R2023040609263,-,000~150,1,-,1,-,-,-,-,-
R2023040609264,4,-,-,-,-,-,-,-,-,-
R2023040609265,-,-,-,-,-,-,-,-,1,1
R2023040609266,-,-,-,-,-,-,-,-,-,-
R2023040609267,-,-,-,-,-,-,-,-,-,-
R2023040609269,-,000~100,-,-,-,-,-,-,-,-
R2023040609270,-,-,-,-,-,-,-,-,-,-
R2023040609271,-,-,-,-,-,-,-,-,-,-
R2023040609272,-,-,-,-,-,-,-,-,-,-
R2023040609273,-,-,-,-,-,-,-,-,-,-
R2023040609274,-,-,-,-,-,-,-,-,-,-
R2023040609275,-,-,-,-,-,-,-,-,-,-
R2023040609276,-,-,-,4,-,-,-,-,-,-
R2023040609277,-,-,-,-,-,-,-,-,-,-
R2023040609278,-,-,-,-,-,-,-,-,-,-
R2023040609279,-,-,-,-,-,-,-,-,-,-
R2023040609280,-,-,-,-,-,-,-,-,-,-
R2023040609281,-,-,-,-,-,-,-,-,-,-
R2023040609282,-,-,-,-,-,-,-,-,-,-
R2023040609283,-,-,-,-,-,-,-,-,-,-
R2023040609284,-,-,-,-,-,-,-,-,-,-
R2023040609285,-,-,-,-,-,-,-,-,-,-
R2023040609286,-,-,-,-,-,-,-,1,-,-
R2023040609287,-,-,-,-,-,-,-,-,-,-
R2023040609288,-,-,-,-,-,-,-,-,-,-
R2023040609289,-,-,-,-,-,-,-,-,-,-
R2023040609290,-,-,-,-,-,-,-,-,-,-
R2023040609291,-,-,-,-,-,-,-,-,-,-
R2023040609292,-,-,-,-,-,-,-,-,-,-
R2023040609293,-,-,1,-,-,-,-,-,-,-
R2023040609294,-,-,-,-,-,-,-,-,-,-
R2023040609295,-,-,-,-,-,-,-,-,-,-
R2023040609296,-,-,-,-,-,-,-,-,-,-
R2023040609297,-,-,-,-,-,-,-,1,-,-
R2023040609298,-,-,-,-,-,-,-,-,-,-
R2023040609299,-,-,-,-,-,-,-,-,-,-
R2023040609300,-,-,-,-,-,-,-,-,-,-
R2023040609301,-,-,-,-,-,-,-,-,-,-
R2023040609302,-,-,-,-,-,-,-,-,-,-
R2023040609303,-,-,-,-,-,-,-,-,-,-
R2023040609304,-,-,-,-,-,-,-,-,-,-
R2023040609305,-,-,-,-,-,-,-,-,-,-
R2023040609306,-,-,-,-,-,-,-,-,-,-
R2023040609307,-,-,-,-,-,-,-,-,-,-
R2023040609308,-,-,-,-,-,-,-,-,-,-
R2023040609309,-,-,-,-,-,-,-,-,-,-
R2023040609310,-,-,-,-,-,-,-,-,-,-
R2023040609311,-,-,-,-,-,-,-,-,-,-
R2023040609312,-,-,-,-,-,-,-,-,-,-
R2023040609313,-,-,1,-,-,-,-,-,-,-
R2023040609314,-,-,-,-,-,-,-,-,-,-
R2023040609315,-,-,-,-,-,-,-,-,-,-
R2023040609316,-,-,-,-,-,-,-,-,-,-
R2023040609317,-,-,-,-,-,-,-,-,-,-
R2023040609318,-,-,-,-,-,-,-,-,-,-
R2023040609319,-,-,-,-,-,-,-,-,-,-
R2023040609320,-,-,-,-,-,-,-,-,-,-
R2023040609321,-,-,-,-,-,-,-,-,-,-
R2023040609322,-,-,-,-,-,-,-,-,-,-
R2023040609323,-,-,-,-,-,-,-,-,-,-
R2023040609324,-,-,-,-,-,-,-,-,-,-
R2023040609325,-,-,-,-,-,-,-,-,-,-
R2023040609326,-,-,-,-,-,-,-,-,-,-
R2023040609327,-,-,-,-,-,-,-,-,-,-
R2023040609328,-,-,-,-,-,-,-,-,-,-
R2023040609329,-,-,-,-,-,-,-,-,-,-
R2023040609330,-,-,-,-,-,-,-,-,-,-
R2023040609331,-,-,-,-,-,-,-,-,-,-
R2023040609332,-,-,-,-,-,-,-,-,-,-
R2023040609333,-,-,-,-,-,-,-,-,-,-
R2023040609334,-,-,-,-,-,-,-,-,-,-
R2023040609335,-,-,-,-,-,-,-,-,-,-
R2023040609336,-,-,-,-,-,-,-,-,-,-
R2023040609337,-,-,-,-,-,-,-,-,-,-
R2023040609338,-,-,-,-,-,-,-,-,-,-
R2023040609339,-,-,-,-,-,-,-,-,-,-
R2023040609340,-,-,1,-,-,-,-,-,-,-
R2023040609341,-,-,-,-,-,-,-,-,-,-
R2023040609342,-,-,-,-,-,-,-,-,-,-
R2023040609343,-,-,-,-,-,-,-,-,-,-
R2023040609344,-,-,-,-,-,-,-,-,-,-
R2023040609345,-,-,-,-,-,-,-,-,-,-
R2023040609346,-,-,-,-,-,-,-,-,-,-
R2023040609347,-,-,-,-,-,-,-,-,-,-
R2023040609348,-,-,-,-,-,1,-,-,-,-
R2023040609349,-,-,-,-,-,-,-,-,-,-
R2023040609350,-,-,-,-,-,-,-,-,-,-
R2023040609351,-,-,-,-,-,-,-,-,-,-
R2023040609352,-,-,-,-,-,-,-,-,-,-
R2023040609353,-,-,-,-,-,-,-,-,-,-
R2023040609354,-,-,-,-,-,-,-,-,-,-
R2023040609355,-,-,-,-,-,-,-,-,-,-
R2023040609356,-,-,-,-,-,-,-,-,-,-
R2023040609357,-,-,-,-,-,-,-,-,-,-
R2023040609358,-,-,-,-,-,-,-,-,-,-
R2023040609359,-,-,-,-,-,-,-,-,-,-
R2023040609360,-,-,-,-,-,-,-,-,-,-
R2023040609361,-,-,-,-,-,-,-,-,-,-
R2023040609362,-,-,-,-,-,-,-,-,-,-
R2023040609363,-,-,-,-,-,-,-,-,-,-
R2023040609364,-,-,-,-,-,-,-,-,-,-
R2023040609365,-,-,-,-,-,-,-,-,-,-
R2023040609366,-,-,-,-,-,-,-,-,-,-
R2023040609367,-,-,-,-,-,-,-,-,-,-
R2023040609368,-,-,-,-,-,-,-,-,-,-
R2023040609369,-,-,-,-,-,-,-,-,-,-
R2023040609370,-,-,-,-,-,-,-,-,-,-
R2023040609371,-,-,1,-,-,-,-,-,-,-
R2023040609372,-,-,-,-,-,-,-,-,-,-
R2023040609373,-,-,-,-,-,-,-,-,-,-
R2023040609374,-,-,-,-,-,-,-,-,-,-
R2023040609375,-,-,-,-,-,-,-,-,-,-
R2023040609376,-,-,-,-,-,-,-,-,-,-
R2023040609377,-,-,-,-,-,-,-,-,-,-
R2023040609378,-,-,-,-,-,-,-,-,-,-
R2023040609379,-,-,-,-,-,-,-,-,-,-
R2023040609380,-,-,-,-,-,-,-,-,-,-
R2023040609381,-,-,-,-,-,-,-,-,-,-
R2023040609382,-,-,-,-,-,-,-,-,-,-
R2023040609383,-,-,1,-,-,-,-,-,-,-
R2023040609384,-,-,-,-,-,-,-,-,-,-
R2023040609385,-,-,-,-,-,-,-,-,-,-
R2023040609386,-,-,-,-,-,-,-,-,-,-
R2023040609387,-,-,-,-,-,-,-,-,-,-
R2023040609388,-,-,-,-,-,-,-,-,-,-
R2023040609389,-,-,-,-,-,-,-,-,-,-
R2023040609390,-,-,-,-,-,-,-,-,-,-
R2023040609391,-,-,-,-,-,-,-,-,-,-
R2023040609392,-,-,-,-,-,-,-,-,-,-
R2023040609393,-,-,-,-,-,-,-,-,-,-
R2023040609394,-,-,-,-,-,-,-,-,-,-
R2023040609395,-,-,-,-,-,-,-,-,-,-
R2023040609396,-,-,-,-,-,-,-,-,-,-
R2023040609397,-,-,-,-,-,-,-,-,-,-
R2023040609398,-,-,-,-,-,-,-,-,-,-
R2023040609399,-,-,-,-,-,-,-,-,-,-
R2023040609400,-,-,-,-,-,-,-,-,-,-
R2023040609401,-,-,-,-,-,-,-,-,-,-
R2023040609402,-,-,-,-,-,-,-,-,-,-
R2023040609403,-,-,1,-,-,-,-,-,-,-
R2023040609404,-,-,-,-,-,-,-,-,-,-
R2023040609405,-,-,-,-,-,-,-,-,-,-
R2023040609406,-,-,-,-,-,-,-,-,-,-
R2023040609407,-,-,-,-,-,-,-,-,-,-
R2023040609408,-,-,-,-,-,-,-,-,-,-
R2023040609409,-,-,-,-,-,-,-,-,-,-
R2023040609410,-,-,-,-,-,-,-,-,-,-
R2023040609411,-,-,-,-,-,-,-,-,-,-
R2023040609412,-,-,-,-,-,-,-,-,-,-
R2023040609413,-,-,-,-,-,-,-,-,-,-
R2023040609414,-,-,-,-,-,-,-,-,-,-
R2023040609415,-,-,-,-,-,-,-,-,-,-
R2023040609416,-,-,-,-,-,-,-,-,-,-
R2023040609417,-,-,-,-,-,-,-,-,-,-
